Games	Sport	Event	Gender	Medallist	CountryCode	CountryName	Medal	Result	Unit	ResultInSeconds
1896	Athletics	100m Men	Men	Tom Burke	USA	United States of America	Gold	12	#:DD	12
1896	Athletics	100m Men	Men	Fritz Hofmann	DEU	Germany	Silver	12.2	#:DD	12.2
1896	Athletics	100m Men	Men	Francis Lane	USA	United States of America	Bronze	12.6	#:DD	12.6
1896	Athletics	100m Men	Men	Alajos Szokolyi	HUN	Hungary	Bronze	12.6	#:DD	12.6
1896	Athletics	110m Hurdles Men	Men	Tom Curtis	USA	United States of America	Gold	17.6	#:DD	17.6
1896	Athletics	110m Hurdles Men	Men	Grantley Goulding	GBR	Great Britain	Silver	17.7	#:DD	17.7
1896	Athletics	1500m Men	Men	Teddy Flack	AUS	Australia	Gold	04:33.2	M:SS:DD	273.2
1896	Athletics	1500m Men	Men	Arthur Blake	USA	United States of America	Silver	04:34.0	M:SS:DD	274
1896	Athletics	1500m Men	Men	Albin Lermusiaux	FRA	France	Bronze	04:36.0	M:SS:DD	276
1896	Athletics	400m Men	Men	Tom Burke	USA	United States of America	Gold	54.2	#:DD	54.2
1896	Athletics	400m Men	Men	Herbert Jamison	USA	United States of America	Silver	54.4	#:DD	54.4
1896	Athletics	400m Men	Men	Charles Gmelin	GBR	Great Britain	Bronze	54.6	#:DD	54.6
1896	Athletics	800m Men	Men	Teddy Flack	AUS	Australia	Gold	02:11.0	M:SS:DD	131
1896	Athletics	800m Men	Men	N?ndor D?ni	HUN	Hungary	Silver	02:11.8	M:SS:DD	131.8
1896	Athletics	800m Men	Men	Demitrios Golemis	GRE	Greece	Bronze	02:12.6	M:SS:DD	132.6
1896	Athletics	Marathon Men	Men	Spiridon Louis	GRE	Greece	Gold	02:58:50	H:MM:SS	10730
1896	Athletics	Marathon Men	Men	Charilaos Vasilakos	GRE	Greece	Silver	03:06:03	H:MM:SS	11163
1896	Athletics	Marathon Men	Men	Gyula Kellner	HUN	Hungary	Bronze	03:09:35	H:MM:SS	11375
1896	Swimming	100m Freestyle Men	Men	Alfr?d Haj?s	HUN	Hungary	Gold	01:22.2	M:S:DD	82.2
1896	Swimming	100m Freestyle Men	Men	Otto Herschmann	AUT	Austria	Silver	01:22.8	M:S:DD	82.8
1900	Athletics	100m Men	Men	Frank Jarvis	USA	United States of America	Gold	11	#:DD	11
1900	Athletics	100m Men	Men	Walter Tewksbury	USA	United States of America	Silver	11.1	#:DD	11.1
1900	Athletics	100m Men	Men	Stan Rowley	AUS	Australia	Bronze	11.2	#:DD	11.2
1900	Athletics	110m Hurdles Men	Men	Alvin Kraenzlein	USA	United States of America	Gold	15.4	#:DD	15.4
1900	Athletics	110m Hurdles Men	Men	John McLean	USA	United States of America	Silver	15.5	#:DD	15.5
1900	Athletics	110m Hurdles Men	Men	Fred Moloney	USA	United States of America	Bronze	15.6	#:DD	15.6
1900	Athletics	1500m Men	Men	Charles Bennett	GBR	Great Britain	Gold	04:06.2	M:SS:DD	246.2
1900	Athletics	1500m Men	Men	Henri Deloge	FRA	France	Silver	04:06.6	M:SS:DD	246.6
1900	Athletics	1500m Men	Men	John Bray	USA	United States of America	Bronze	04:07.2	M:SS:DD	247.2
1900	Athletics	200m Men	Men	Walter Tewksbury	USA	United States of America	Gold	22.2	#:DD	22.2
1900	Athletics	200m Men	Men	Norman Pritchard	BIN	British India	Silver	22.8	#:DD	22.8
1900	Athletics	200m Men	Men	Stan Rowley	AUS	Australia	Bronze	22.9	#:DD	22.9
1900	Athletics	400m Hurdles Men	Men	Walter Tewksbury	USA	United States of America	Gold	57.6	#:DD	57.6
1900	Athletics	400m Hurdles Men	Men	Henri Tauzin	FRA	France	Silver	58.3	#:DD	58.3
1900	Athletics	400m Hurdles Men	Men	George Orton	CAN	Canada	Bronze	59.1	#:DD	59.1
1900	Athletics	400m Men	Men	Maxey Long	USA	United States of America	Gold	49.4	#:DD	49.4
1900	Athletics	400m Men	Men	William Holland	USA	United States of America	Silver	49.6	#:DD	49.6
1900	Athletics	400m Men	Men	Ernst Schultz	DEN	Denmark	Bronze	49.8	#:DD	49.8
1900	Athletics	800m Men	Men	Alfred Tysoe	GBR	Great Britain	Gold	02:01.2	M:SS:DD	121.2
1900	Athletics	800m Men	Men	John Cregan	USA	United States of America	Silver	02:03.0	M:SS:DD	123
1900	Athletics	800m Men	Men	Dave Hall	USA	United States of America	Bronze	02:04.4	M:SS:DD	124.4
1900	Athletics	Marathon Men	Men	Michel Th?ato	FRA	France	Gold	02:59:45	H:MM:SS	10785
1900	Athletics	Marathon Men	Men	Emile Champion	FRA	France	Silver	03:04:17	H:MM:SS	11057
1900	Athletics	Marathon Men	Men	Ernst Fast	SWE	Sweden	Bronze	03:37:14	H:MM:SS	13034
1900	Rowing	Eights Men	Men	"Roscoe Lockwood, Edward Marsh, John Geiger, John Exley, James Juvenal, Edward Hedley, Louis Abell, William Carr, Harry DeBaecke"	USA	United States of America	Gold	06:09.8	M:S:DD	369.8
1900	Rowing	Eights Men	Men	"Jules De Bisschop, Oscar DeCock, Prosp?re Bruggeman, Maurice Hemelsoet, Oscar Charles de Somville, Frank Odberg, Marcel Lucien van Crombrugge, Alfred Vanlandeghem, Maurice Verdonck"	BEL	Belgium	Silver	06:13.8	M:S:DD	373.8
1900	Rowing	Eights Men	Men	"Johannes van Dijk, Henrikus Tromp, Hendrik Offerhaus, Walter Middelberg, Walter Thijssen, Ruud Leegstra, Roelof Klein, Hermanus Brockmann, Fran?oise Brandt"	NED	Netherlands	Bronze	06:23.0	M:S:DD	383
1900	Rowing	Single Sculls Men	Men	Henri Barrelet	FRA	France	Gold	07:35.6	M:S:DD	455.6
1900	Rowing	Single Sculls Men	Men	Andr? Gaudin	FRA	France	Silver	07:41.6	M:S:DD	461.6
1900	Rowing	Single Sculls Men	Men	St. George Ashe	GBR	Great Britain	Bronze	08:15.6	M:S:DD	495.6
1900	Swimming	200m Backstroke Men	Men	Ernst Hoppenberg	DEU	Germany	Gold	02:47.0	M:S:DD	167
1900	Swimming	200m Backstroke Men	Men	Karl Ruberl	AUT	Austria	Silver	02:56.0	M:S:DD	176
1900	Swimming	200m Backstroke Men	Men	Johannes Drost	NED	Netherlands	Bronze	03:01.0	M:S:DD	181
1900	Swimming	200m Freestyle Men	Men	Freddie Lane	AUS	Australia	Gold	02:25.2	M:S:DD	145.2
1900	Swimming	200m Freestyle Men	Men	Zolt?n von Halmay	HUN	Hungary	Silver	02:31.4	M:S:DD	151.4
1900	Swimming	200m Freestyle Men	Men	Karl Ruberl	AUT	Austria	Bronze	02:32.0	M:S:DD	152
1904	Athletics	100m Men	Men	Archie Hahn	USA	United States of America	Gold	11	#:DD	11
1904	Athletics	100m Men	Men	Nate Cartmell	USA	United States of America	Silver	11.2	#:DD	11.2
1904	Athletics	100m Men	Men	Bill Hogenson	USA	United States of America	Bronze	11.2	#:DD	11.2
1904	Athletics	110m Hurdles Men	Men	Frederick Schule	USA	United States of America	Gold	16	#:DD	16
1904	Athletics	110m Hurdles Men	Men	Thaddeus Shideler	USA	United States of America	Silver	16.3	#:DD	16.3
1904	Athletics	110m Hurdles Men	Men	Lesley Ashburner	USA	United States of America	Bronze	16.4	#:DD	16.4
1904	Athletics	1500m Men	Men	James Lightbody	USA	United States of America	Gold	04:05.4	M:SS:DD	245.4
1904	Athletics	1500m Men	Men	William Verner	USA	United States of America	Silver	04:06.8	M:SS:DD	246.8
1904	Athletics	1500m Men	Men	Lacey Hearn	USA	United States of America	Bronze	04:08.2	M:SS:DD	248.2
1904	Athletics	200m Men	Men	Archie Hahn	USA	United States of America	Gold	21.6	#:DD	21.6
1904	Athletics	200m Men	Men	Nate Cartmell	USA	United States of America	Silver	21.9	#:DD	21.9
1904	Athletics	200m Men	Men	Bill Hogenson	USA	United States of America	Bronze	22.2	#:DD	22.2
1904	Athletics	3000m Steeplechase Men	Men	James Lightbody	USA	United States of America	Gold	07:39.6	M:SS:DD	551.52
1904	Athletics	3000m Steeplechase Men	Men	John Daly	GBR	Great Britain	Silver	07:40.6	M:SS:DD	552.72
1904	Athletics	3000m Steeplechase Men	Men	Arthur Newton	USA	United States of America	Bronze	07:41.6	M:SS:DD	553.92
1904	Athletics	400m Hurdles Men	Men	Harry Hillman	USA	United States of America	Gold	53	#:DD	53
1904	Athletics	400m Hurdles Men	Men	Frank Waller	USA	United States of America	Silver	53.2	#:DD	53.2
1904	Athletics	400m Hurdles Men	Men	George Poage	USA	United States of America	Bronze	53.4	#:DD	53.4
1904	Athletics	400m Men	Men	Harry Hillman	USA	United States of America	Gold	49.2	#:DD	49.2
1904	Athletics	400m Men	Men	Frank Waller	USA	United States of America	Silver	49.9	#:DD	49.9
1904	Athletics	400m Men	Men	Herman Groman	USA	United States of America	Bronze	50	#:DD	50
1904	Athletics	800m Men	Men	James Lightbody	USA	United States of America	Gold	01:56.0	M:SS:DD	116
1904	Athletics	800m Men	Men	Howard Valentine	USA	United States of America	Silver	01:56.3	M:SS:DD	116.3
1904	Athletics	800m Men	Men	Emil Breitkreutz	USA	United States of America	Bronze	01:56.4	M:SS:DD	116.4
1904	Athletics	Marathon Men	Men	Thomas Hicks	USA	United States of America	Gold	03:28:53	H:MM:SS	12533
1904	Athletics	Marathon Men	Men	Albert Coray	USA	United States of America	Silver	03:34:52	H:MM:SS	12892
1904	Athletics	Marathon Men	Men	Arthur Newton	USA	United States of America	Bronze	03:47:33	H:MM:SS	13653
1904	Rowing	Coxless Fours Men	Men	"George Dietz, August Erker, Albert Nasse, Arthur Stockhoff"	USA	United States of America	Gold	09:05.8	M:S:DD	545.8
1904	Rowing	Coxless Fours Men	Men	"Martin Fromanack, Charles Aman, Michael Begley, Frederick Suerig, Gustav Voerg, Frank Dummerth, John Freitag, Louis Helm"	USA	United States of America	Bronze	No result	M:S:DD	No result
1904	Rowing	Coxless Pairs Men	Men	"Joseph Ryan, Robert Farnam"	USA	United States of America	Gold	10:57.0	M:S:DD	657
1904	Rowing	Coxless Pairs Men	Men	"John Mulcahy, William Varley, John Joachim, John Buerger"	USA	United States of America	Bronze	No result	M:S:DD	No result
1904	Rowing	Double Sculls Men	Men	"William Varley, John Mulcahy"	USA	United States of America	Gold	10:03.2	M:S:DD	603.2
1904	Rowing	Double Sculls Men	Men	"John Hoben, James McLoughlin, John Wells, Joseph Ravanack"	USA	United States of America	Bronze	No result	M:S:DD	No result
1904	Rowing	Eights Men	Men	"Harry Lott, Frank Schell, Louis Abell, Michael Gleason, John Exley, James Flanagan, Frederick Cresser, Joseph Dempsey, Charles Armstrong"	USA	United States of America	Gold	07:50.0	M:S:DD	470
1904	Rowing	Eights Men	Men	"A B Bailey, Phil Boyd, George Strange, Pat Reiffenstein, Colonel Rice, Thomas Loudon, Donald MacKenzie, William Wadsworth, Joseph Wright"	CAN	Canada	Silver	No result	M:S:DD	No result
1904	Rowing	Single Sculls Men	Men	Frank Greer	USA	United States of America	Gold	10:08.5	M:S:DD	608.5
1904	Rowing	Single Sculls Men	Men	James Juvenal	USA	United States of America	Silver	No result	M:S:DD	No result
1904	Rowing	Single Sculls Men	Men	Constance Titus	USA	United States of America	Bronze	No result	M:S:DD	No result
1906	Athletics	100m Men	Men	Archie Hahn	USA	United States of America	Gold	11.2	#:DD	11.2
1906	Athletics	100m Men	Men	Fay Moulton	USA	United States of America	Silver	11.3	#:DD	11.3
1906	Athletics	100m Men	Men	Nigel Barker	AUS	Australia	Bronze	11.3	#:DD	11.3
1906	Athletics	110m Hurdles Men	Men	Bob Leavitt	USA	United States of America	Gold	16.2	#:DD	16.2
1906	Athletics	110m Hurdles Men	Men	Alfred Healey	GBR	Great Britain	Silver	16.2	#:DD	16.2
1906	Athletics	110m Hurdles Men	Men	Vincent Duncker	DEU	Germany	Bronze	16.3	#:DD	16.3
1906	Athletics	1500m Men	Men	James Lightbody	USA	United States of America	Gold	04:12.0	M:SS:DD	252
1906	Athletics	1500m Men	Men	John McGough	GBR	Great Britain	Silver	04:12.6	M:SS:DD	252.6
1906	Athletics	1500m Men	Men	Kristian Hellstr?m	SWE	Sweden	Bronze	04:13.4	M:SS:DD	253.4
1906	Athletics	400m Men	Men	Paul Pilgrim	USA	United States of America	Gold	53.2	#:DD	53.2
1906	Athletics	400m Men	Men	Wyndham Halswelle	GBR	Great Britain	Silver	53.8	#:DD	53.8
1906	Athletics	400m Men	Men	Nigel Barker	AUS	Australia	Bronze	54.1	#:DD	54.1
1906	Athletics	800m Men	Men	Paul Pilgrim	USA	United States of America	Gold	02:01.5	M:SS:DD	121.5
1906	Athletics	800m Men	Men	James Lightbody	USA	United States of America	Silver	02:01.6	M:SS:DD	121.6
1906	Athletics	800m Men	Men	Wyndham Halswelle	GBR	Great Britain	Bronze	02:03.0	M:SS:DD	123
1906	Athletics	Marathon Men	Men	William Sherring	CAN	Canada	Gold	02:51:23	H:MM:SS	10283
1906	Athletics	Marathon Men	Men	John Svanberg	SWE	Sweden	Silver	02:58:20	H:MM:SS	10700
1906	Athletics	Marathon Men	Men	William Frank	USA	United States of America	Bronze	03:00:46	H:MM:SS	10846
1906	Rowing	Single Sculls Men	Men	Gaston Delaplane	FRA	France	Gold	05:53.4	M:S:DD	353.4
1906	Rowing	Single Sculls Men	Men	Joseph Larran	FRA	France	Silver	06:07.2	M:S:DD	367.2
1906	Swimming	100m Freestyle Men	Men	Charles Daniels	USA	United States of America	Gold	01:13.4	M:S:DD	73.4
1906	Swimming	100m Freestyle Men	Men	Zolt?n von Halmay	HUN	Hungary	Silver	01:14.2	M:S:DD	74.2
1906	Swimming	100m Freestyle Men	Men	Cecil Healy	AUS	Australia	Bronze	01:15.0	M:S:DD	75
1906	Swimming	1500m Freestyle Men	Men	Henry Taylor	GBR	Great Britain	Gold	28:28.0	M:S:DD	1708
1906	Swimming	1500m Freestyle Men	Men	Jack Jarvis	GBR	Great Britain	Silver	30:07.6	M:S:DD	1807.6
1906	Swimming	1500m Freestyle Men	Men	Otto Scheff	AUT	Austria	Bronze	30:53.4	M:S:DD	1853.4
1906	Swimming	400m Freestyle Men	Men	Otto Scheff	AUT	Austria	Gold	06:23.8	M:S:DD	383.8
1906	Swimming	400m Freestyle Men	Men	Henry Taylor	GBR	Great Britain	Silver	06:24.4	M:S:DD	384.4
1906	Swimming	400m Freestyle Men	Men	Jack Jarvis	GBR	Great Britain	Bronze	06:27.2	M:S:DD	387.2
1908	Athletics	100m Men	Men	Reggie Walker	SAF	South Africa	Gold	10.8	#:DD	10.8
1908	Athletics	100m Men	Men	James Rector	USA	United States of America	Silver	10.9	#:DD	10.9
1908	Athletics	100m Men	Men	Robert Kerr	CAN	Canada	Bronze	11	#:DD	11
1908	Athletics	110m Hurdles Men	Men	Forrest Smithson	USA	United States of America	Gold	15	#:DD	15
1908	Athletics	110m Hurdles Men	Men	John Garrels	USA	United States of America	Silver	15.7	#:DD	15.7
1908	Athletics	110m Hurdles Men	Men	Arthur Shaw	USA	United States of America	Bronze	16.4	#:DD	16.4
1908	Athletics	1500m Men	Men	Melvin Sheppard	USA	United States of America	Gold	04:03.4	M:SS:DD	243.4
1908	Athletics	1500m Men	Men	Harold Wilson	GBR	Great Britain	Silver	04:03.6	M:SS:DD	243.6
1908	Athletics	1500m Men	Men	Norman Hallows	GBR	Great Britain	Bronze	04:04.0	M:SS:DD	244
1908	Athletics	200m Men	Men	Robert Kerr	CAN	Canada	Gold	22.6	#:DD	22.6
1908	Athletics	200m Men	Men	Robert Cloughen	USA	United States of America	Silver	22.6	#:DD	22.6
1908	Athletics	200m Men	Men	Nate Cartmell	USA	United States of America	Bronze	22.7	#:DD	22.7
1908	Athletics	400m Hurdles Men	Men	Charles Bacon	USA	United States of America	Gold	55	#:DD	55
1908	Athletics	400m Hurdles Men	Men	Harry Hillman	USA	United States of America	Silver	55.3	#:DD	55.3
1908	Athletics	400m Hurdles Men	Men	Jimmy Tremeer	GBR	Great Britain	Bronze	57	#:DD	57
1908	Athletics	400m Men	Men	Wyndham Halswelle	GBR	Great Britain	Gold	50	#:DD	50
1908	Athletics	800m Men	Men	Melvin Sheppard	USA	United States of America	Gold	01:52.8	M:SS:DD	112.8
1908	Athletics	800m Men	Men	Emilio Lunghi	KIT	Italy	Silver	01:54.2	M:SS:DD	114.2
1908	Athletics	800m Men	Men	Hanns Braun	DEU	Germany	Bronze	01:55.2	M:SS:DD	115.2
1908	Athletics	Marathon Men	Men	John Hayes	USA	United States of America	Gold	02:55:18	H:MM:SS	10518
1908	Athletics	Marathon Men	Men	Charles Hefferon	SAF	South Africa	Silver	02:56:06	H:MM:SS	10566
1908	Athletics	Marathon Men	Men	Joe Forshaw	USA	United States of America	Bronze	02:57:10	H:MM:SS	10630
1908	Rowing	Coxless Fours Men	Men	"John Somers-Smith, Angus Gillan, Duncan Mackinnon, Collier Cudmore"	GBR	Great Britain	Gold	08:34.0	M:S:DD	514
1908	Rowing	Coxless Fours Men	Men	"Harold Barker, John Fenning, Philip Filleul, Gordon Thomson, Albertus Wielsma, Geoffrey Taylor, Hermanus H?fte, Charles Riddy, Becher Robert Gale, Bernardus Croon, Gordon Balfour, Johan Burk"	NED	Netherlands	Bronze	No result	M:S:DD	No result
1908	Rowing	Coxless Pairs Men	Men	"John Fenning, Gordon Thomson"	GBR	Great Britain	Gold	09:41.0	M:S:DD	581
1908	Rowing	Coxless Pairs Men	Men	"Philip Verdon, George Fairbairn, Willy D?skow, Norwey Jackes, F B Toms, Martin Stahnke"	DEU	Germany	Bronze	No result	M:S:DD	No result
1908	Rowing	Eights Men	Men	"Charles Burnell, Raymond Etherington-Smith, Henry Bucknall, Albert Gladstone, Gilchrist Maclagen, Banner Johnstone, Frederick Kelly, Guy Nickalls, Ronald Sanderson"	GBR	Great Britain	Gold	07:52.0	M:S:DD	472
1908	Rowing	Eights Men	Men	"Oscar Taelman, R?my Orban, Rodolphe Poma, Georges Mijs, Marcel Morimont, Alfred Vanlandeghem, Polydore Veirman, Fran?ois Vergucht, Oscar Charles de Somville, John Burn, Oswald Carver, Gordon Balfour, Richard Boyle, Douglas Kertland, Harold Kitching, Walter Lewis, Henry Goldsmith, Frank Jerwood, Becher Robert Gale, Julius Thomson, Edward Williams, George Wright, Charles Riddy, Irvine Robertson, Eric Powell, Geoffrey Taylor, Douglas Stuart"	GBR	Great Britain	Bronze	No result	M:S:DD	No result
1908	Rowing	Single Sculls Men	Men	Harry Blackstaffe	GBR	Great Britain	Gold	09:26.0	M:S:DD	566
1908	Rowing	Single Sculls Men	Men	Alexander McCulloch	GBR	Great Britain	Silver	No result	M:S:DD	No result
1908	Rowing	Single Sculls Men	Men	Bernhard von Gaza	DEU	Germany	Bronze	No result	M:S:DD	No result
1908	Rowing	Single Sculls Men	Men	K?roly Levitzky	HUN	Hungary	Bronze	No result	M:S:DD	No result
1908	Swimming	100m Backstroke Men	Men	Arno Bieberstein	DEU	Germany	Gold	01:24.6	M:S:DD	84.6
1908	Swimming	100m Backstroke Men	Men	Hans Dam	DEN	Denmark	Silver	01:26.6	M:S:DD	86.6
1908	Swimming	100m Backstroke Men	Men	Herbert Haresnape	GBR	Great Britain	Bronze	01:27.0	M:S:DD	87
1908	Swimming	100m Freestyle Men	Men	Charles Daniels	USA	United States of America	Gold	01:05.6	M:S:DD	65.6
1908	Swimming	100m Freestyle Men	Men	Zolt?n von Halmay	HUN	Hungary	Silver	01:06.2	M:S:DD	66.2
1908	Swimming	100m Freestyle Men	Men	Harald Julin	SWE	Sweden	Bronze	01:08.0	M:S:DD	68
1908	Swimming	1500m Freestyle Men	Men	Henry Taylor	GBR	Great Britain	Gold	22:48.4	M:S:DD	1368.4
1908	Swimming	1500m Freestyle Men	Men	Thomas Battersby	GBR	Great Britain	Silver	22:51.2	M:S:DD	1371.2
1908	Swimming	1500m Freestyle Men	Men	Frank Beaurepaire	AUS	Australia	Bronze	22:56.2	M:S:DD	1376.2
1908	Swimming	200m Breaststroke Men	Men	Fred Holman	GBR	Great Britain	Gold	03:09.2	M:S:DD	189.2
1908	Swimming	200m Breaststroke Men	Men	William Robinson	GBR	Great Britain	Silver	03:12.8	M:S:DD	192.8
1908	Swimming	200m Breaststroke Men	Men	Pontus Hanson	SWE	Sweden	Bronze	03:14.6	M:S:DD	194.6
1908	Swimming	400m Freestyle Men	Men	Henry Taylor	GBR	Great Britain	Gold	05:36.8	M:S:DD	336.8
1908	Swimming	400m Freestyle Men	Men	Frank Beaurepaire	AUS	Australia	Silver	05:44.2	M:S:DD	344.2
1908	Swimming	400m Freestyle Men	Men	Otto Scheff	AUT	Austria	Bronze	05:46.0	M:S:DD	346
1908	Swimming	4x200m Freestyle Relay Men	Men	"Paul Radmilovic, Rob Derbyshire, William Foster, Henry Taylor"	GBR	Great Britain	Gold	10:55.6	M:S:DD	655.6
1908	Swimming	4x200m Freestyle Relay Men	Men	"Zolt?n von Halmay, B?la von Las Torres, Imre Zach?r, J?zsef Munk"	HUN	Hungary	Silver	10:59.0	M:S:DD	659
1908	Swimming	4x200m Freestyle Relay Men	Men	"Leslie Rich, Harry Hebner, Leo Goodwin, Charles Daniels"	USA	United States of America	Bronze	11:02.8	M:S:DD	662.8
1912	Athletics	10000m Men	Men	Hannes Kolehmainen	FIN	Finland	Gold	31:20.8	M:SS:DD	1880.8
1912	Athletics	10000m Men	Men	Lewis Tewanima	USA	United States of America	Silver	32:06.6	M:SS:DD	1926.6
1912	Athletics	10000m Men	Men	Albin Stenroos	FIN	Finland	Bronze	32:21.8	M:SS:DD	1941.8
1912	Athletics	100m Men	Men	Ralph Craig	USA	United States of America	Gold	10.8	#:DD	10.8
1912	Athletics	100m Men	Men	Alvah Meyer	USA	United States of America	Silver	10.9	#:DD	10.9
1912	Athletics	100m Men	Men	Donald Lippincott	USA	United States of America	Bronze	10.9	#:DD	10.9
1912	Athletics	110m Hurdles Men	Men	Fred Kelly	USA	United States of America	Gold	15.1	#:DD	15.1
1912	Athletics	110m Hurdles Men	Men	James Wendell	USA	United States of America	Silver	15.2	#:DD	15.2
1912	Athletics	110m Hurdles Men	Men	Martin Hawkins	USA	United States of America	Bronze	15.3	#:DD	15.3
1912	Athletics	1500m Men	Men	Arnold Jackson	GBR	Great Britain	Gold	03:56.8	M:SS:DD	236.8
1912	Athletics	1500m Men	Men	Abel Kiviat	USA	United States of America	Silver	03:56.9	M:SS:DD	236.9
1912	Athletics	1500m Men	Men	Norman Taber	USA	United States of America	Bronze	03:56.9	M:SS:DD	236.9
1912	Athletics	200m Men	Men	Ralph Craig	USA	United States of America	Gold	21.7	#:DD	21.7
1912	Athletics	200m Men	Men	Donald Lippincott	USA	United States of America	Silver	21.8	#:DD	21.8
1912	Athletics	200m Men	Men	Willie Applegarth	GBR	Great Britain	Bronze	22	#:DD	22
1912	Athletics	400m Men	Men	Charles Reidpath	USA	United States of America	Gold	48.2	#:DD	48.2
1912	Athletics	400m Men	Men	Hanns Braun	DEU	Germany	Silver	48.3	#:DD	48.3
1912	Athletics	400m Men	Men	Edward Lindberg	USA	United States of America	Bronze	48.4	#:DD	48.4
1912	Athletics	4x100m Relay Men	Men	"David Jacobs, Henry Macintosh, Vic d'Arcy, Willie Applegarth"	GBR	Great Britain	Gold	42.4	#:DD	42.4
1912	Athletics	4x100m Relay Men	Men	"Knut Lindberg, Charles Luther, Ivan M?ller, Ture Persson"	SWE	Sweden	Silver	42.6	#:DD	42.6
1912	Athletics	4x400m Relay Men	Men	"Melvin Sheppard, Ted Meredith, Charles Reidpath, Edward Lindberg"	USA	United States of America	Gold	03:16.6	M:SS:DD	196.6
1912	Athletics	4x400m Relay Men	Men	"Charles Lelong, Pierre Failliot, Robert Schurrer, Charles Poulenard"	FRA	France	Silver	03:20.7	M:SS:DD	200.7
1912	Athletics	4x400m Relay Men	Men	"James Soutter, Cyril Seedhouse, George Nicol, Ernest Henley"	GBR	Great Britain	Bronze	03:23.2	M:SS:DD	203.2
1912	Athletics	5000m Men	Men	Hannes Kolehmainen	FIN	Finland	Gold	14:36.6	M:SS:DD	876.6
1912	Athletics	5000m Men	Men	Jean Bouin	FRA	France	Silver	14:36.7	M:SS:DD	876.7
1912	Athletics	5000m Men	Men	George Hutson	GBR	Great Britain	Bronze	15:07.6	M:SS:DD	907.6
1912	Athletics	800m Men	Men	Ted Meredith	USA	United States of America	Gold	01:51.9	M:SS:DD	111.9
1912	Athletics	800m Men	Men	Melvin Sheppard	USA	United States of America	Silver	01:52.0	M:SS:DD	112
1912	Athletics	800m Men	Men	Ira Davenport	USA	United States of America	Bronze	01:52.0	M:SS:DD	112
1912	Athletics	Marathon Men	Men	Kennedy McArthur	SAF	South Africa	Gold	02:36:54	H:MM:SS	9414
1912	Athletics	Marathon Men	Men	Christian Gitsham	SAF	South Africa	Silver	02:37:52	H:MM:SS	9472
1912	Athletics	Marathon Men	Men	Gaston Strobino	USA	United States of America	Bronze	02:38:42	H:MM:SS	9522
1912	Rowing	Eights Men	Men	"Sidney Swann, Philip Fleming, Henry Wells, Leslie Wormwald, Stanley Garton, Angus Gillan, Ewart Horsfall, Alister Kirby, Edgar Burgess"	GBR	Great Britain	Gold	06:15.0	M:S:DD	375
1912	Rowing	Eights Men	Men	"Beaufort Burdekin, Robert Bourne, William Fison, Thomas Gillespie, John Walker, Arthur Wiggins, Charles Littlejohn, William Parker, Frederick Pitman"	GBR	Great Britain	Silver	06:19.0	M:S:DD	379
1912	Rowing	Eights Men	Men	"Rudolf Reichelt, Kurt Runge, Hans Matthiae, Max Vetter, Otto Liebing, Max Br?ske, Fritz Bartholom?, Willi Bartholom?, Werner Dehn"	DEU	Germany	Bronze	No result	M:S:DD	No result
1912	Rowing	Single Sculls Men	Men	Wally Kinnear	GBR	Great Britain	Gold	07:47.6	M:S:DD	467.6
1912	Rowing	Single Sculls Men	Men	Polydore Veirman	BEL	Belgium	Silver	07:56.0	M:S:DD	476
1912	Rowing	Single Sculls Men	Men	Hugo Kusick	EST	Estonia	Bronze	No result	M:S:DD	No result
1912	Rowing	Single Sculls Men	Men	Everard Butler	CAN	Canada	Bronze	No result	M:S:DD	No result
1912	Swimming	100m Backstroke Men	Men	Harry Hebner	USA	United States of America	Gold	01:21.2	M:S:DD	81.2
1912	Swimming	100m Backstroke Men	Men	Otto Fahr	DEU	Germany	Silver	01:22.4	M:S:DD	82.4
1912	Swimming	100m Backstroke Men	Men	Paul Kellner	DEU	Germany	Bronze	01:24.0	M:S:DD	84
1912	Swimming	100m Freestyle Men	Men	Duke Kahanamoku	USA	United States of America	Gold	01:03.4	M:S:DD	63.4
1912	Swimming	100m Freestyle Men	Men	Cecil Healy	AUS	Australia	Silver	01:04.6	M:S:DD	64.6
1912	Swimming	100m Freestyle Men	Men	Ken Huszagh	USA	United States of America	Bronze	01:05.6	M:S:DD	65.6
1912	Swimming	100m Freestyle Women	Women	Fanny Durack	AUS	Australia	Gold	01:22.2	M:S:DD	82.2
1912	Swimming	100m Freestyle Women	Women	Mina Wylie	AUS	Australia	Silver	01:25.4	M:S:DD	85.4
1912	Swimming	100m Freestyle Women	Women	Jennie Fletcher	GBR	Great Britain	Bronze	01:27.0	M:S:DD	87
1912	Swimming	1500m Freestyle Men	Men	George Hodgson	CAN	Canada	Gold	22:00.0	M:S:DD	1320
1912	Swimming	1500m Freestyle Men	Men	John Hatfield	GBR	Great Britain	Silver	22:39.0	M:S:DD	1359
1912	Swimming	1500m Freestyle Men	Men	Harold Hardwick	AUS	Australia	Bronze	23:15.4	M:S:DD	1395.4
1912	Swimming	200m Breaststroke Men	Men	Walther Bathe	DEU	Germany	Gold	03:01.8	M:S:DD	181.8
1912	Swimming	200m Breaststroke Men	Men	Willy L?tzow	DEU	Germany	Silver	03:05.0	M:S:DD	185
